title_x,tomatometer_score,audience_score_rt,original_language,MPA_Ratings,release_date_x,budget_x,domestic_gross_x,worldwide_gross_x,release_date,budget,domestic_gross,worldwide_gross,title,imdb_rating,cast_1,cast_2,cast_3,movie_url,imdb_id,director
Splice,75.0,37.0,English,R,2010-06-04,30000000,17010170,28542494,2010-06-04,30000000,17010170,28542494,Splice,5.8,Adrien Brody,Sarah Polley,Delphine Chanéac,https://www.imdb.com/title/tt1017460/,tt1017460,Vincenzo Natali
88 Minutes,5.0,44.0,English,R,2008-04-18,30000000,16930884,32955399,2008-04-18,30000000,16930884,32955399,88 Minutes,5.9,Al Pacino,Alicia Witt,Ben McKenzie,https://www.imdb.com/title/tt0411061/,tt0411061,Jon Avnet
The Whole Ten Yards,4.0,40.0,English,PG-13,2004-04-09,30000000,16323969,26323969,2004-04-09,30000000,16323969,26323969,The Whole Ten Yards,5.4,Bruce Willis,Matthew Perry,Natasha Henstridge,https://www.imdb.com/title/tt0327247/,tt0327247,Howard Deutch
Pride and Glory,35.0,49.0,English,R,2008-10-24,30000000,15740721,32262866,2008-10-24,30000000,15740721,32262866,Pride and Glory,6.6,Edward Norton,Colin Farrell,Noah Emmerich,https://www.imdb.com/title/tt0482572/,tt0482572,Gavin O'Connor
The Cave,12.0,28.0,English,PG-13,2005-08-26,30000000,15007991,27147991,2005-08-26,30000000,15007991,27147991,The Cave,5.1,Piper Perabo,Morris Chestnut,Cole Hauser,https://www.imdb.com/title/tt0402901/,tt0402901,Bruce Hunt
Godsend,4.0,20.0,English,PG-13,2004-04-30,30000000,14334645,16873925,2004-04-30,30000000,14334645,16873925,Godsend,4.8,Robert De Niro,Greg Kinnear,Rebecca Romijn,https://www.imdb.com/title/tt0335121/,tt0335121,Nick Hamm
Alex & Emma,11.0,41.0,Megan Simpson,PG-13,2003-06-20,30000000,14208384,15358583,2003-06-20,30000000,14208384,15358583,Alex & Emma,5.5,Luke Wilson,Kate Hudson,David Paymer,https://www.imdb.com/title/tt0318283/,tt0318283,Rob Reiner
Wicker Park,27.0,79.0,English,PG-13,2004-09-03,30000000,13001257,21577076,2004-09-03,30000000,13001257,21577076,Wicker Park,7.0,Josh Hartnett,Diane Kruger,Matthew Lillard,https://www.imdb.com/title/tt0324554/,tt0324554,Paul McGuigan
The New World,62.0,58.0,English,PG-13,2005-12-25,30000000,12712093,26184400,2005-12-25,30000000,12712093,26184400,The New World,6.7,Colin Farrell,Q'orianka Kilcher,Christopher Plummer,https://www.imdb.com/title/tt0402399/,tt0402399,Terrence Malick
Evening,27.0,48.0,English,PG-13,2007-06-29,30000000,12406646,12885574,2007-06-29,30000000,12406646,12885574,Evening,6.4,Vanessa Redgrave,Toni Collette,Claire Danes,https://www.imdb.com/title/tt0765447/,tt0765447,Lajos Koltai
The Last Stand,61.0,53.0,English,R,2013-01-17,30000000,12050299,48330757,2013-01-17,30000000,12050299,48330757,The Last Stand,6.3,Arnold Schwarzenegger,Forest Whitaker,Johnny Knoxville,https://www.imdb.com/title/tt1549920/,tt1549920,Jee-woon Kim
Café Society,62.0,51.0,English,R,2016-05-20,30000000,11103205,44348292,2016-05-20,30000000,11103205,44348292,Café Society,6.6,Jesse Eisenberg,Kristen Stewart,Steve Carell,https://www.imdb.com/title/tt4513674/,tt4513674,Woody Allen
Antitrust,24.0,50.0,English,PG-13,2001-01-12,30000000,10965209,17865209,2001-01-12,30000000,10965209,17865209,Antitrust,6.1,Ryan Phillippe,Tim Robbins,Rachael Leigh Cook,https://www.imdb.com/title/tt0218817/,tt0218817,Peter Howitt
Dead Man Down,41.0,47.0,English,R,2013-03-07,30000000,10895295,19599974,2013-03-07,30000000,10895295,19599974,Dead Man Down,6.5,Colin Farrell,Noomi Rapace,Dominic Cooper,https://www.imdb.com/title/tt2101341/,tt2101341,Niels Arden Oplev
Hoodwinked Too: Hood vs. Evil,11.0,35.0,English,PG,2011-04-29,30000000,10143779,23353111,2011-04-29,30000000,10143779,23353111,Hoodwinked Too: Hood vs. Evil,4.7,Hayden Panettiere,Glenn Close,Patrick Warburton,https://www.imdb.com/title/tt0844993/,tt0844993,
Dragonball Evolution,15.0,20.0,English,PG,2009-04-10,30000000,9362785,56511457,2009-04-10,30000000,9362785,56511457,Dragonball Evolution,2.6,Justin Chatwin,James Marsters,Chow Yun-Fat,https://www.imdb.com/title/tt1098327/,tt1098327,James Wong
First Daughter,8.0,42.0,English,PG,2004-09-24,30000000,9055010,10419084,2004-09-24,30000000,9055010,10419084,First Daughter,5.0,Katie Holmes,Marc Blucas,Michael Keaton,https://www.imdb.com/title/tt0361620/,tt0361620,Forest Whitaker
The Lost City of Z,86.0,57.0,English,PG-13,2017-03-15,30000000,8574339,17121823,2017-03-15,30000000,8574339,17121823,The Lost City of Z,6.6,Charlie Hunnam,Robert Pattinson,Sienna Miller,https://www.imdb.com/title/tt1212428/,tt1212428,James Gray
An Unfinished Life,52.0,67.0,English,PG-13,2005-09-09,30000000,8535575,18535575,2005-09-09,30000000,8535575,18535575,An Unfinished Life,7.0,Jennifer Lopez,Robert Redford,Morgan Freeman,https://www.imdb.com/title/tt0350261/,tt0350261,Lasse Hallström
The Space Between Us,16.0,54.0,English,PG-13,2017-01-04,30000000,7885294,16481405,2017-01-04,30000000,7885294,16481405,The Space Between Us,6.4,Gary Oldman,Asa Butterfield,Carla Gugino,https://www.imdb.com/title/tt3922818/,tt3922818,Peter Chelsom
Anna,33.0,81.0,English,R,2019-06-19,30000000,7743794,32825218,2019-06-19,30000000,7743794,32825218,Anna,6.6,Sasha Luss,Helen Mirren,Luke Evans,https://www.imdb.com/title/tt7456310/,tt7456310,Luc Besson
The Imaginarium of Doctor Parnassus,64.0,60.0,English,PG-13,2009-12-25,30000000,7689607,64352607,2009-12-25,30000000,7689607,64352607,The Imaginarium of Doctor Parnassus,6.8,Christopher Plummer,Lily Cole,Heath Ledger,https://www.imdb.com/title/tt1054606/,tt1054606,Terry Gilliam
Barney's Version,77.0,78.0,English,R,2011-01-14,30000000,7502560,8845575,2011-01-14,30000000,7502560,8845575,Barney's Version,7.3,Paul Giamatti,Rosamund Pike,Jake Hoffman,https://www.imdb.com/title/tt1423894/,tt1423894,Richard J. Lewis
Trapped,85.0,,Vikramaditya Motwane,,2002-09-20,30000000,6916869,7005468,2002-09-20,30000000,6916869,7005468,Trapped,6.1,Kevin Bacon,Charlize Theron,Courtney Love,https://www.imdb.com/title/tt0280380/,tt0280380,
The Current War: Director’s Cut,61.0,79.0,English,PG-13,2019-07-17,30000000,5978673,12868552,2019-07-17,30000000,5978673,12868552,The Current War: Director’s Cut,6.5,Benedict Cumberbatch,Oliver Powell,Sophia Ally,https://www.imdb.com/title/tt2140507/,tt2140507,Alfonso Gomez-Rejon
Kin,90.0,98.0,English,PG-13,2018-08-29,30000000,5718096,10383524,2018-08-29,30000000,5718096,10383524,Kin,5.8,Myles Truitt,Jack Reynor,Dennis Quaid,https://www.imdb.com/title/tt6017942/,tt6017942,
Johnny English Strikes Again,37.0,49.0,English,PG,2018-09-13,30000000,4412170,159378778,2018-09-13,30000000,4412170,159378778,Johnny English Strikes Again,6.2,Rowan Atkinson,Ben Miller,Olga Kurylenko,https://www.imdb.com/title/tt6921996/,tt6921996,David Kerr
Stronger,90.0,80.0,English,R,2017-09-22,30000000,4211129,8786287,2017-09-22,30000000,4211129,8786287,Stronger,6.9,Jake Gyllenhaal,Tatiana Maslany,Miranda Richardson,https://www.imdb.com/title/tt3881784/,tt3881784,David Gordon Green
Replicas,11.0,32.0,English,PG-13,2018-10-25,30000000,4046429,9037427,2018-10-25,30000000,4046429,9037427,Replicas,5.4,Keanu Reeves,Alice Eve,Thomas Middleditch,https://www.imdb.com/title/tt4154916/,tt4154916,Jeffrey Nachmanoff
The Assassination of Jesse James by the Coward …,76.0,75.0,English,R,2007-09-21,30000000,3909149,15313631,2007-09-21,30000000,3909149,15313631,The Assassination of Jesse James by the Coward …,7.5,Brad Pitt,Casey Affleck,Sam Shepard,https://www.imdb.com/title/tt0443680/,tt0443680,Andrew Dominik
The Merchant of Venice,71.0,72.0,English,R,2004-12-29,30000000,3765585,18765585,2004-12-29,30000000,3765585,18765585,The Merchant of Venice,7.0,Al Pacino,Joseph Fiennes,Lynn Collins,https://www.imdb.com/title/tt0379889/,tt0379889,Michael Radford
The Good Thief,77.0,62.0,English,R,2003-04-02,30000000,3517797,6460758,2003-04-02,30000000,3517797,6460758,The Good Thief,6.5,Nick Nolte,Ralph Fiennes,Nutsa Kukhianidze,https://www.imdb.com/title/tt0281820/,tt0281820,Neil Jordan
Supercross,5.0,62.0,English,PG-13,2005-08-17,30000000,3102550,3252550,2005-08-17,30000000,3102550,3252550,Supercross,4.3,Steve Howey,Mike Vogel,Sophia Bush,https://www.imdb.com/title/tt0403016/,tt0403016,Steve Boyum
Miss Potter,68.0,68.0,English,PG,2006-12-29,30000000,3005605,35891257,2006-12-29,30000000,3005605,35891257,Miss Potter,7.0,Renée Zellweger,Ewan McGregor,Emily Watson,https://www.imdb.com/title/tt0482546/,tt0482546,Chris Noonan
Wu ji,31.0,44.0,Yukun Xin,,2006-05-05,30000000,669625,35869934,2006-05-05,30000000,669625,35869934,Wu ji,5.6,Cecilia Cheung,Jang Dong-Gun,Hiroyuki Sanada,https://www.imdb.com/title/tt0417976/,tt0417976,Kaige Chen
Machine Gun Preacher,28.0,62.0,English,R,2011-09-23,30000000,538690,3721988,2011-09-23,30000000,538690,3721988,Machine Gun Preacher,6.8,Gerard Butler,Michelle Monaghan,Michael Shannon,https://www.imdb.com/title/tt1586752/,tt1586752,Marc Forster
Bilal: A New Breed of Hero,59.0,85.0,English,PG-13,2017-05-26,30000000,490973,648599,2017-05-26,30000000,490973,648599,Bilal: A New Breed of Hero,7.9,Adewale Akinnuoye-Agbaje,Ian McShane,China Anne McClain,https://www.imdb.com/title/tt3576728/,tt3576728,Khurram H. Alavi
DOA: Dead or Alive,33.0,36.0,English,PG-13,2007-06-15,30000000,480314,7755686,2007-06-15,30000000,480314,7755686,DOA: Dead or Alive,4.8,Jaime Pressly,Devon Aoki,Sarah Carter,https://www.imdb.com/title/tt0398913/,tt0398913,Corey Yuen
Le Petit Nicolas,60.0,73.0,Laurent Tirard,,2010-02-19,30000000,201857,52339566,2010-02-19,30000000,201857,52339566,Le Petit Nicolas,7.1,Maxime Godart,Vincent Claude,Charles Vaillant,https://www.imdb.com/title/tt1264904/,tt1264904,Laurent Tirard
Xinhai geming,8.0,30.0,Chinese,R,2011-10-07,30000000,135739,8593154,2011-10-07,30000000,135739,8593154,Xinhai geming,5.7,Jackie Chan,Winston Chao,Bingbing Li,https://www.imdb.com/title/tt1772230/,tt1772230,Tao Hai
Genghis Khan: To the Ends of the Earth and Sea,,52.0,Japanese,R,2008-02-21,30000000,3892,4874498,2008-02-21,30000000,3892,4874498,Genghis Khan: To the Ends of the Earth and Sea,6.2,Takashi Sorimachi,Rei Kikukawa,Mayumi Wakamura,https://www.imdb.com/title/tt0770722/,tt0770722,Shin'ichirô Sawai
Wild Card,31.0,29.0,English,R,2015-01-16,30000000,3200,4315789,2015-01-16,30000000,3200,4315789,Wild Card,5.6,Jason Statham,Michael Angarano,Dominik Garcia,https://www.imdb.com/title/tt2231253/,tt2231253,Simon West
Grace of Monaco,9.0,24.0,Olivier Dahan,,2014-05-15,30000000,0,25199891,2014-05-15,30000000,0,25199891,Grace of Monaco,5.7,Nicole Kidman,Tim Roth,André Penvern,https://www.imdb.com/title/tt2095649/,tt2095649,Olivier Dahan
Overdrive,29.0,27.0,English,PG-13,2017-06-16,30000000,0,11247280,2017-06-16,30000000,0,11247280,Overdrive,5.3,Scott Eastwood,Freddie Thorp,Ana de Armas,https://www.imdb.com/title/tt1935194/,tt1935194,Stephen King
Savva. Serdtse voyna,20.0,33.0,Maksim Fadeev,,2015-11-13,30000000,0,5015080,2015-11-13,30000000,0,5015080,Savva. Serdtse voyna,4.5,Maksim Chukharyov,Konstantin Khabenskiy,Fedor Bondarchuk,https://www.imdb.com/title/tt4075322/,tt4075322,Maksim Fadeev
Goodbye Bafana,44.0,81.0,English,R,2007-04-13,30000000,0,2717302,2007-04-13,30000000,0,2717302,Goodbye Bafana,7.1,Joseph Fiennes,Dennis Haysbert,Diane Kruger,https://www.imdb.com/title/tt0438859/,tt0438859,Bille August
Ripley's Game,92.0,67.0,English,R,2003-04-17,30000000,0,1692644,2003-04-17,30000000,0,1692644,Ripley's Game,6.6,John Malkovich,Dougray Scott,Lena Headey,https://www.imdb.com/title/tt0265651/,tt0265651,Liliana Cavani
Collide,24.0,35.0,English,PG-13,2016-08-26,29200000,2280004,5466698,2016-08-26,29200000,2280004,5466698,Collide,5.6,Nicholas Hoult,Felicity Jones,Anthony Hopkins,https://www.imdb.com/title/tt2126235/,tt2126235,Eran Creevy
Pitch Perfect 2,65.0,64.0,English,PG-13,2015-05-07,29000000,184296230,287215196,2015-05-07,29000000,184296230,287215196,Pitch Perfect 2,6.4,Anna Kendrick,Rebel Wilson,Hailee Steinfeld,https://www.imdb.com/title/tt2848292/,tt2848292,Elizabeth Banks
Walk the Line,82.0,90.0,English,PG-13,2005-11-18,29000000,119519402,187707495,2005-11-18,29000000,119519402,187707495,Walk the Line,7.8,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,https://www.imdb.com/title/tt0358273/,tt0358273,James Mangold
Night School,26.0,38.0,English,PG-13,2018-09-26,29000000,77339130,103113446,2018-09-26,29000000,77339130,103113446,Night School,5.6,Kevin Hart,Tiffany Haddish,Rob Riggle,https://www.imdb.com/title/tt6781982/,tt6781982,Malcolm D. Lee
The Boss,22.0,38.0,English,R,2016-04-07,29000000,63077560,78652207,2016-04-07,29000000,63077560,78652207,The Boss,5.4,Melissa McCarthy,Kristen Bell,Peter Dinklage,https://www.imdb.com/title/tt2702724/,tt2702724,Ben Falcone
Once Upon a Time in Mexico,66.0,64.0,English,R,2003-09-12,29000000,56330657,97413527,2003-09-12,29000000,56330657,97413527,Once Upon a Time in Mexico,6.3,Antonio Banderas,Salma Hayek,Johnny Depp,https://www.imdb.com/title/tt0285823/,tt0285823,Robert Rodriguez
Keeping the Faith,69.0,59.0,English,PG-13,2000-04-14,29000000,37036404,45336404,2000-04-14,29000000,37036404,45336404,Keeping the Faith,6.4,Ben Stiller,Edward Norton,Jenna Elfman,https://www.imdb.com/title/tt0171433/,tt0171433,Edward Norton
Logan Lucky,92.0,76.0,English,PG-13,2017-08-18,29000000,27778642,49046121,2017-08-18,29000000,27778642,49046121,Logan Lucky,7.0,Channing Tatum,Adam Driver,Daniel Craig,https://www.imdb.com/title/tt5439796/,tt5439796,Steven Soderbergh
Florence Foster Jenkins,88.0,68.0,English,PG-13,2016-04-29,29000000,27383770,56000339,2016-04-29,29000000,27383770,56000339,Florence Foster Jenkins,6.8,Meryl Streep,Hugh Grant,Simon Helberg,https://www.imdb.com/title/tt4136084/,tt4136084,Stephen Frears
Frost/Nixon,93.0,88.0,English,R,2008-12-05,29000000,18622031,28452945,2008-12-05,29000000,18622031,28452945,Frost/Nixon,7.7,Frank Langella,Michael Sheen,Kevin Bacon,https://www.imdb.com/title/tt0870111/,tt0870111,Ron Howard
Seed of Chucky,34.0,38.0,English,R,2004-11-12,29000000,17016190,24716190,2004-11-12,29000000,17016190,24716190,Seed of Chucky,4.9,Jennifer Tilly,Brad Dourif,John Waters,https://www.imdb.com/title/tt0387575/,tt0387575,Don Mancini
Serving Sara,4.0,26.0,English,PG-13,2002-08-23,29000000,16930185,20146150,2002-08-23,29000000,16930185,20146150,Serving Sara,5.3,Matthew Perry,Elizabeth Hurley,Bruce Campbell,https://www.imdb.com/title/tt0261289/,tt0261289,Reginald Hudlin
Confessions of a Dangerous Mind,79.0,75.0,English,R,2002-12-31,29000000,16007718,33013805,2002-12-31,29000000,16007718,33013805,Confessions of a Dangerous Mind,7.0,Sam Rockwell,Drew Barrymore,George Clooney,https://www.imdb.com/title/tt0270288/,tt0270288,George Clooney
Taking Woodstock,48.0,47.0,English,R,2009-08-26,29000000,7460204,10066366,2009-08-26,29000000,7460204,10066366,Taking Woodstock,6.7,Demetri Martin,Henry Goodman,Edward Hibbert,https://www.imdb.com/title/tt1127896/,tt1127896,Ang Lee
The Jacket,44.0,73.0,English,R,2005-03-04,28500000,6301131,15452978,2005-03-04,28500000,6301131,15452978,The Jacket,7.1,Adrien Brody,Keira Knightley,Daniel Craig,https://www.imdb.com/title/tt0366627/,tt0366627,John Maybury
Straight Outta Compton,89.0,91.0,English,R,2015-08-14,28000000,161197785,202182981,2015-08-14,28000000,161197785,202182981,Straight Outta Compton,7.8,O'Shea Jackson Jr.,Corey Hawkins,Jason Mitchell,https://www.imdb.com/title/tt1398426/,tt1398426,F. Gary Gray
Girls Trip,92.0,78.0,English,R,2017-07-20,28000000,115108515,140886353,2017-07-20,28000000,115108515,140886353,Girls Trip,6.2,Regina Hall,Queen Latifah,Jada Pinkett Smith,https://www.imdb.com/title/tt3564472/,tt3564472,Malcolm D. Lee
Along Came a Spider,32.0,53.0,English,R,2001-04-06,28000000,74058698,105159085,2001-04-06,28000000,74058698,105159085,Along Came a Spider,6.4,Morgan Freeman,Michael Wincott,Monica Potter,https://www.imdb.com/title/tt0164334/,tt0164334,Lee Tamahori
A Bad Moms Christmas,32.0,44.0,English,R,2017-11-01,28000000,72110659,127710550,2017-11-01,28000000,72110659,127710550,A Bad Moms Christmas,5.5,Mila Kunis,Kristen Bell,Kathryn Hahn,https://www.imdb.com/title/tt6359956/,tt6359956,Jon Lucas
Safe Haven,14.0,67.0,English,PG-13,2013-02-13,28000000,71399120,94050951,2013-02-13,28000000,71399120,94050951,Safe Haven,6.7,Julianne Hough,Josh Duhamel,Cobie Smulders,https://www.imdb.com/title/tt1702439/,tt1702439,Lasse Hallström
The Big Short,89.0,88.0,English,R,2015-12-11,28000000,70259870,133162752,2015-12-11,28000000,70259870,133162752,The Big Short,7.8,Christian Bale,Steve Carell,Ryan Gosling,https://www.imdb.com/title/tt1596363/,tt1596363,Adam McKay
Scary Stories to Tell in the Dark,77.0,72.0,English,PG-13,2019-08-08,28000000,68947075,95607360,2019-08-08,28000000,68947075,95607360,Scary Stories to Tell in the Dark,6.2,Zoe Margaret Colletti,Michael Garza,Gabriel Rush,https://www.imdb.com/title/tt3387520/,tt3387520,André Øvredal
Role Models,77.0,74.0,English,R,2008-11-07,28000000,67300955,94500826,2008-11-07,28000000,67300955,94500826,Role Models,6.8,Paul Rudd,Seann William Scott,Elizabeth Banks,https://www.imdb.com/title/tt0430922/,tt0430922,David Wain
"Alexander and the Terrible, Horrible, No Good, …",62.0,58.0,English,PG,2014-10-10,28000000,66954149,101379287,2014-10-10,28000000,66954149,101379287,"Alexander and the Terrible, Horrible, No Good, …",6.2,Steve Carell,Jennifer Garner,Ed Oxenbould,https://www.imdb.com/title/tt1698641/,tt1698641,Miguel Arteta
Miracle,81.0,90.0,English,PG,2004-02-06,28000000,64378093,64474705,2004-02-06,28000000,64378093,64474705,Miracle,7.5,Kurt Russell,Patricia Clarkson,Nathan West,https://www.imdb.com/title/tt0349825/,tt0349825,Gavin O'Connor
Last Vegas,46.0,59.0,English,PG-13,2013-01-28,28000000,63914167,112914167,2013-01-28,28000000,63914167,112914167,Last Vegas,6.6,Robert De Niro,Michael Douglas,Morgan Freeman,https://www.imdb.com/title/tt1204975/,tt1204975,Jon Turteltaub
The Wedding Planner,17.0,59.0,English,PG-13,2001-01-26,28000000,60400856,94728529,2001-01-26,28000000,60400856,94728529,The Wedding Planner,5.3,Jennifer Lopez,Matthew McConaughey,Bridgette Wilson-Sampras,https://www.imdb.com/title/tt0209475/,tt0209475,Adam Shankman
Dawn of the Dead,76.0,77.0,English,R,2004-03-19,28000000,58990765,103452875,2004-03-19,28000000,58990765,103452875,Dawn of the Dead,7.3,Sarah Polley,Ving Rhames,Mekhi Phifer,https://www.imdb.com/title/tt0363547/,tt0363547,Zack Snyder
Tag,56.0,56.0,English,R,2018-06-15,28000000,54730625,77024944,2018-06-15,28000000,54730625,77024944,Tag,6.5,Jeremy Renner,Ed Helms,Jake Johnson,https://www.imdb.com/title/tt2854926/,tt2854926,Jeff Tomsic
The Royal Tenenbaums,81.0,89.0,English,R,2001-12-14,28000000,52353636,71430876,2001-12-14,28000000,52353636,71430876,The Royal Tenenbaums,7.6,Gene Hackman,Gwyneth Paltrow,Anjelica Huston,https://www.imdb.com/title/tt0265666/,tt0265666,Wes Anderson
Identity,63.0,75.0,English,R,2003-04-25,28000000,52131264,82119036,2003-04-25,28000000,52131264,82119036,Identity,7.3,John Cusack,Ray Liotta,Amanda Peet,https://www.imdb.com/title/tt0309698/,tt0309698,James Mangold
Serendipity,59.0,79.0,English,PG-13,2001-10-05,28000000,50255310,77477297,2001-10-05,28000000,50255310,77477297,Serendipity,6.8,John Cusack,Kate Beckinsale,Jeremy Piven,https://www.imdb.com/title/tt0240890/,tt0240890,Peter Chelsom
Kick-Ass,76.0,81.0,English,R,2010-04-16,28000000,48071303,97531134,2010-04-16,28000000,48071303,97531134,Kick-Ass,7.6,Aaron Taylor-Johnson,Nicolas Cage,Chloë Grace Moretz,https://www.imdb.com/title/tt1250777/,tt1250777,Matthew Vaughn
Zoolander,64.0,80.0,English,PG-13,2001-09-28,28000000,45172250,60780981,2001-09-28,28000000,45172250,60780981,Zoolander,6.5,Ben Stiller,Owen Wilson,Christine Taylor,https://www.imdb.com/title/tt0196229/,tt0196229,Ben Stiller
No Reservations,42.0,62.0,English,PG,2007-07-27,28000000,43107979,91943956,2007-07-27,28000000,43107979,91943956,No Reservations,6.3,Catherine Zeta-Jones,Aaron Eckhart,Abigail Breslin,https://www.imdb.com/title/tt0481141/,tt0481141,Scott Hicks
Pride & Prejudice,92.0,89.0,English,R,2005-11-11,28000000,38372662,126549607,2005-11-11,28000000,38372662,126549607,Pride & Prejudice,7.8,Keira Knightley,Matthew Macfadyen,Brenda Blethyn,https://www.imdb.com/title/tt0414387/,tt0414387,Joe Wright
30 Minutes or Less,45.0,40.0,English,R,2011-08-12,28000000,37053924,41146935,2011-08-12,28000000,37053924,41146935,30 Minutes or Less,6.1,Jesse Eisenberg,Danny McBride,Nick Swardson,https://www.imdb.com/title/tt1622547/,tt1622547,Ruben Fleischer
Dracula 2000,17.0,39.0,English,R,2000-12-22,28000000,33000377,33000377,2000-12-22,28000000,33000377,33000377,Dracula 2000,4.9,Gerard Butler,Justine Waddell,Jonny Lee Miller,https://www.imdb.com/title/tt0219653/,tt0219653,Patrick Lussier
3 Days to Kill,28.0,43.0,English,PG-13,2014-02-21,28000000,30697999,38959900,2014-02-21,28000000,30697999,38959900,3 Days to Kill,6.2,Kevin Costner,Hailee Steinfeld,Connie Nielsen,https://www.imdb.com/title/tt2172934/,tt2172934,McG
Kick-Ass 2,32.0,57.0,English,R,2013-08-16,28000000,28795985,63129909,2013-08-16,28000000,28795985,63129909,Kick-Ass 2,6.5,Aaron Taylor-Johnson,Chloë Grace Moretz,Christopher Mintz-Plasse,https://www.imdb.com/title/tt1650554/,tt1650554,Jeff Wadlow
We Own the Night,57.0,61.0,English,R,2007-10-12,28000000,28563179,55307857,2007-10-12,28000000,28563179,55307857,We Own the Night,6.8,Joaquin Phoenix,Mark Wahlberg,Eva Mendes,https://www.imdb.com/title/tt0498399/,tt0498399,James Gray
A Walk Among the Tombstones,68.0,53.0,English,R,2014-09-19,28000000,26017685,62108587,2014-09-19,28000000,26017685,62108587,A Walk Among the Tombstones,6.5,Liam Neeson,Dan Stevens,David Harbour,https://www.imdb.com/title/tt0365907/,tt0365907,Scott Frank
The Spy Next Door,12.0,40.0,English,PG,2010-01-15,28000000,24307106,46752858,2010-01-15,28000000,24307106,46752858,The Spy Next Door,5.4,Jackie Chan,Amber Valletta,Billy Ray Cyrus,https://www.imdb.com/title/tt1273678/,tt1273678,Brian Levant
Brick Mansions,26.0,47.0,English,PG-13,2014-04-23,28000000,20396829,73421224,2014-04-23,28000000,20396829,73421224,Brick Mansions,5.6,Paul Walker,David Belle,RZA,https://www.imdb.com/title/tt1430612/,tt1430612,Camille Delamarre
Just My Luck,14.0,48.0,English,PG-13,2006-05-12,28000000,17326650,38159905,2006-05-12,28000000,17326650,38159905,Just My Luck,5.4,Lindsay Lohan,Chris Pine,Samaire Armstrong,https://www.imdb.com/title/tt0397078/,tt0397078,Donald Petrie
Lost Souls,8.0,22.0,English,R,2000-10-13,28000000,16779636,31320293,2000-10-13,28000000,16779636,31320293,Lost Souls,4.8,Winona Ryder,Ben Chaplin,Sarah Wynter,https://www.imdb.com/title/tt0160484/,tt0160484,Janusz Kaminski
American Ultra,44.0,45.0,English,R,2015-08-19,28000000,14439985,30295028,2015-08-19,28000000,14439985,30295028,American Ultra,6.1,Jesse Eisenberg,Kristen Stewart,Connie Britton,https://www.imdb.com/title/tt3316948/,tt3316948,Nima Nourizadeh
Winged Migration,95.0,87.0,French (France),G,2003-04-18,28000000,11689053,39134983,2003-04-18,28000000,11689053,39134983,Winged Migration,7.9,Jacques Perrin,Philippe Labro,,https://www.imdb.com/title/tt0301727/,tt0301727,Jacques Perrin
Pride and Prejudice and Zombies,46.0,45.0,English,PG-13,2016-02-04,28000000,10907291,16638300,2016-02-04,28000000,10907291,16638300,Pride and Prejudice and Zombies,5.8,Lily James,Sam Riley,Jack Huston,https://www.imdb.com/title/tt1374989/,tt1374989,Burr Steers
John Carpenter’s Ghosts of Mars,23.0,24.0,English,R,2001-08-24,28000000,8434601,8434601,2001-08-24,28000000,8434601,8434601,John Carpenter’s Ghosts of Mars,4.9,Natasha Henstridge,Ice Cube,Pam Grier,https://www.imdb.com/title/tt0228333/,tt0228333,John Carpenter
Our Brand is Crisis,37.0,34.0,English,R,2015-10-30,28000000,7002261,8594558,2015-10-30,28000000,7002261,8594558,Our Brand is Crisis,6.1,Sandra Bullock,Billy Bob Thornton,Anthony Mackie,https://www.imdb.com/title/tt1018765/,tt1018765,David Gordon Green
How to Lose Friends & Alienate People,36.0,42.0,English (United Kingdom),R,2008-10-03,28000000,2775593,12031443,2008-10-03,28000000,2775593,12031443,How to Lose Friends & Alienate People,6.4,Simon Pegg,Kirsten Dunst,Megan Fox,https://www.imdb.com/title/tt0455538/,tt0455538,Robert B. Weide
Knocked Up,89.0,83.0,English,R,2007-06-01,27500000,148761765,219265952,2007-06-01,27500000,148761765,219265952,Knocked Up,7.0,Seth Rogen,Katherine Heigl,Paul Rudd,https://www.imdb.com/title/tt0478311/,tt0478311,Judd Apatow
My Sister’s Keeper,48.0,72.0,English,PG-13,2009-06-26,27500000,49200230,96673002,2009-06-26,27500000,49200230,96673002,My Sister’s Keeper,7.4,Cameron Diaz,Abigail Breslin,Alec Baldwin,https://www.imdb.com/title/tt1078588/,tt1078588,Nick Cassavetes
Welcome Home Roscoe Jenkins,23.0,63.0,English,PG-13,2008-02-08,27500000,42436517,43607627,2008-02-08,27500000,42436517,43607627,Welcome Home Roscoe Jenkins,5.5,Martin Lawrence,Louis C.K.,James Earl Jones,https://www.imdb.com/title/tt0494652/,tt0494652,Malcolm D. Lee
Joyful Noise,32.0,65.0,English,PG-13,2012-01-13,27500000,30932113,31157914,2012-01-13,27500000,30932113,31157914,Joyful Noise,5.7,Queen Latifah,Dolly Parton,Keke Palmer,https://www.imdb.com/title/tt1710396/,tt1710396,Todd Graff
Notes on a Scandal,87.0,83.0,English,R,2006-12-25,27500000,17510118,50578411,2006-12-25,27500000,17510118,50578411,Notes on a Scandal,7.4,Cate Blanchett,Judi Dench,Andrew Simpson,https://www.imdb.com/title/tt0465551/,tt0465551,Richard Eyre
