title_x,tomatometer_score,audience_score_rt,original_language,MPA_Ratings,release_date_x,budget_x,domestic_gross_x,worldwide_gross_x,release_date,budget,domestic_gross,worldwide_gross,title,imdb_rating,cast_1,cast_2,cast_3,movie_url,imdb_id,director
Mr. Deeds,22.0,59.0,English,PG-13,2002-06-28,50000000,126293452,171269535,2002-06-28,50000000,126293452,171269535,Mr. Deeds,5.8,Adam Sandler,Winona Ryder,John Turturro,https://www.imdb.com/title/tt0280590/,tt0280590,Steven Brill
Erin Brockovich,85.0,81.0,English,R,2000-03-17,50000000,125548685,257805243,2000-03-17,50000000,125548685,257805243,Erin Brockovich,7.4,Julia Roberts,Albert Finney,David Brisbin,https://www.imdb.com/title/tt0195685/,tt0195685,Steven Soderbergh
Creed II,83.0,79.0,English,PG-13,2018-11-21,50000000,115715889,213591522,2018-11-21,50000000,115715889,213591522,Creed II,7.1,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,https://www.imdb.com/title/tt6343314/,tt6343314,Steven Caple Jr.
Peter Rabbit,64.0,56.0,English,PG,2018-02-08,50000000,115234093,346727372,2018-02-08,50000000,115234093,346727372,Peter Rabbit,6.6,James Corden,Fayssal Bazzi,Domhnall Gleeson,https://www.imdb.com/title/tt5117670/,tt5117670,Will Gluck
How to Lose a Guy in 10 Days,42.0,77.0,English,PG-13,2003-02-07,50000000,105807520,178503788,2003-02-07,50000000,105807520,178503788,How to Lose a Guy in 10 Days,6.4,Kate Hudson,Matthew McConaughey,Adam Goldberg,https://www.imdb.com/title/tt0251127/,tt0251127,Donald Petrie
The Mule,70.0,66.0,English,R,2018-12-14,50000000,103804407,173453994,2018-12-14,50000000,103804407,173453994,The Mule,7.0,Clint Eastwood,Patrick L. Reyes,Cesar De León,https://www.imdb.com/title/tt7959026/,tt7959026,Clint Eastwood
Yes Man,46.0,66.0,English,PG-13,2008-12-19,50000000,97690976,225990976,2008-12-19,50000000,97690976,225990976,Yes Man,6.8,Jim Carrey,Zooey Deschanel,Bradley Cooper,https://www.imdb.com/title/tt1068680/,tt1068680,Peyton Reed
Non-Stop,62.0,63.0,English,PG-13,2014-02-28,50000000,91742160,222383055,2014-02-28,50000000,91742160,222383055,Non-Stop,6.9,Liam Neeson,Julianne Moore,Scoot McNairy,https://www.imdb.com/title/tt2024469/,tt2024469,Jaume Collet-Serra
Disney Planes,45.0,56.0,English,PG,2013-08-09,50000000,90282580,238059569,2013-08-09,50000000,90282580,238059569,Disney Planes,5.7,Carlos Alazraqui,Dane Cook,Stacy Keach,https://www.imdb.com/title/tt1691917/,tt1691917,Klay Hall
Failure to Launch,23.0,52.0,English,PG-13,2006-03-10,50000000,88715192,128402901,2006-03-10,50000000,88715192,128402901,Failure to Launch,5.6,Matthew McConaughey,Sarah Jessica Parker,Kathy Bates,https://www.imdb.com/title/tt0427229/,tt0427229,Tom Dey
Inside Man,86.0,85.0,English,R,2006-03-24,50000000,88634237,185798265,2006-03-24,50000000,88634237,185798265,Inside Man,7.6,Denzel Washington,Clive Owen,Jodie Foster,https://www.imdb.com/title/tt0454848/,tt0454848,Spike Lee
The Emoji Movie,6.0,37.0,English,PG,2017-07-26,50000000,86089513,216564840,2017-07-26,50000000,86089513,216564840,The Emoji Movie,3.3,T.J. Miller,James Corden,Anna Faris,https://www.imdb.com/title/tt4877122/,tt4877122,Tony Leondis
"Crazy, Stupid, Love",79.0,78.0,English,PG-13,2011-07-29,50000000,84351197,146493974,2011-07-29,50000000,84351197,146493974,"Crazy, Stupid, Love",7.4,Steve Carell,Ryan Gosling,Julianne Moore,https://www.imdb.com/title/tt1570728/,tt1570728,Glenn Ficarra
The Post,88.0,73.0,English,PG-13,2017-12-22,50000000,81903458,179769457,2017-12-22,50000000,81903458,179769457,The Post,7.2,Meryl Streep,Tom Hanks,Sarah Paulson,https://www.imdb.com/title/tt6294822/,tt6294822,Steven Spielberg
Knowing,34.0,42.0,English,PG-13,2009-03-20,50000000,79957634,186450317,2009-03-20,50000000,79957634,186450317,Knowing,6.2,Nicolas Cage,Chandler Canterbury,Rose Byrne,https://www.imdb.com/title/tt0448011/,tt0448011,Alex Proyas
The Ring Two,20.0,33.0,English,PG-13,2005-03-18,50000000,75941727,161941727,2005-03-18,50000000,75941727,161941727,The Ring Two,5.4,Naomi Watts,David Dorfman,Sissy Spacek,https://www.imdb.com/title/tt0377109/,tt0377109,Hideo Nakata
We Bought a Zoo,65.0,71.0,English,PG,2011-12-23,50000000,75624550,118729073,2011-12-23,50000000,75624550,118729073,We Bought a Zoo,7.1,Matt Damon,Scarlett Johansson,Thomas Haden Church,https://www.imdb.com/title/tt1389137/,tt1389137,Cameron Crowe
Moneyball,94.0,86.0,English,PG-13,2011-09-23,50000000,75605492,111300835,2011-09-23,50000000,75605492,111300835,Moneyball,7.6,Brad Pitt,Robin Wright,Jonah Hill,https://www.imdb.com/title/tt1210166/,tt1210166,Bennett Miller
Garfield: The Movie,15.0,37.0,English,PG,2004-06-11,50000000,75367693,208094550,2004-06-11,50000000,75367693,208094550,Garfield: The Movie,5.0,Breckin Meyer,Jennifer Love Hewitt,Stephen Tobolowsky,https://www.imdb.com/title/tt0356634/,tt0356634,Peter Hewitt
Christmas with the Kranks,5.0,38.0,English,PG,2004-11-24,50000000,73701902,96469187,2004-11-24,50000000,73701902,96469187,Christmas with the Kranks,5.4,Tim Allen,Jamie Lee Curtis,Dan Aykroyd,https://www.imdb.com/title/tt0388419/,tt0388419,Joe Roth
V for Vendetta,73.0,90.0,English,R,2006-03-17,50000000,70511035,130214162,2006-03-17,50000000,70511035,130214162,V for Vendetta,8.2,Hugo Weaving,Natalie Portman,Rupert Graves,https://www.imdb.com/title/tt0434409/,tt0434409,James McTeigue
Race to Witch Mountain,42.0,44.0,English,PG,2009-03-13,50000000,67172595,105103784,2009-03-13,50000000,67172595,105103784,Race to Witch Mountain,5.7,Dwayne Johnson,Carla Gugino,AnnaSophia Robb,https://www.imdb.com/title/tt1075417/,tt1075417,Andy Fickman
The Forgotten,100.0,78.0,Matthijs van Heijningen Jr.,,2004-09-24,50000000,66711892,117211892,2004-09-24,50000000,66711892,117211892,The Forgotten,5.8,Julianne Moore,Dominic West,Christopher Kovaleski,https://www.imdb.com/title/tt0356618/,tt0356618,
Herbie: Fully Loaded,41.0,38.0,English,G,2005-06-22,50000000,66010682,144110682,2005-06-22,50000000,66010682,144110682,Herbie: Fully Loaded,4.9,Lindsay Lohan,Michael Keaton,Cheryl Hines,https://www.imdb.com/title/tt0400497/,tt0400497,Sam Hurwitz
Shanghai Knights,66.0,54.0,English,PG-13,2003-02-07,50000000,60470220,88316835,2003-02-07,50000000,60470220,88316835,Shanghai Knights,6.2,Jackie Chan,Owen Wilson,Fann Wong,https://www.imdb.com/title/tt0300471/,tt0300471,David Dobkin
Planes: Fire and Rescue,45.0,56.0,English,PG,2014-07-17,50000000,59157732,156399644,2014-07-17,50000000,59157732,156399644,Planes: Fire and Rescue,6.0,Dane Cook,Ed Harris,Julie Bowen,https://www.imdb.com/title/tt2980706/,tt2980706,Bobs Gannaway
Curious George,70.0,69.0,English,G,2006-02-10,50000000,58640119,71052604,2006-02-10,50000000,58640119,71052604,Curious George,6.5,Will Ferrell,Drew Barrymore,Eugene Levy,https://www.imdb.com/title/tt0381971/,tt0381971,Matthew O'Callaghan
American Reunion,45.0,63.0,English,R,2012-04-04,50000000,56758835,236799211,2012-04-04,50000000,56758835,236799211,American Reunion,6.7,Jason Biggs,Alyson Hannigan,Seann William Scott,https://www.imdb.com/title/tt1605630/,tt1605630,Jon Hurwitz
Hansel & Gretel: Witch Hunters,17.0,53.0,English,R,2013-01-25,50000000,55703475,214949716,2013-01-25,50000000,55703475,214949716,Hansel & Gretel: Witch Hunters,6.1,Jeremy Renner,Gemma Arterton,Peter Stormare,https://www.imdb.com/title/tt1428538/,tt1428538,Tommy Wirkola
I am Number Four,33.0,57.0,English,PG-13,2011-02-18,50000000,55100437,146195159,2011-02-18,50000000,55100437,146195159,I am Number Four,6.1,Alex Pettyfer,Timothy Olyphant,Dianna Agron,https://www.imdb.com/title/tt1464540/,tt1464540,D.J. Caruso
Don’t Say a Word,24.0,49.0,English,R,2001-09-28,50000000,54997476,104488383,2001-09-28,50000000,54997476,104488383,Don’t Say a Word,6.3,Michael Douglas,Sean Bean,Brittany Murphy,https://www.imdb.com/title/tt0260866/,tt0260866,Gary Fleder
13 Hours: The Secret Soldiers of Benghazi,51.0,82.0,English,R,2016-01-15,50000000,52853219,69411370,2016-01-15,50000000,52853219,69411370,13 Hours: The Secret Soldiers of Benghazi,7.3,John Krasinski,Pablo Schreiber,James Badge Dale,https://www.imdb.com/title/tt4172430/,tt4172430,Michael Bay
Unfaithful,50.0,68.0,English,R,2002-05-08,50000000,52752475,119114494,2002-05-08,50000000,52752475,119114494,Unfaithful,6.7,Richard Gere,Diane Lane,Olivier Martinez,https://www.imdb.com/title/tt0250797/,tt0250797,Adrian Lyne
American Made,86.0,78.0,English,R,2017-08-23,50000000,51342000,135569212,2017-08-23,50000000,51342000,135569212,American Made,7.1,Tom Cruise,Domhnall Gleeson,Sarah Wright,https://www.imdb.com/title/tt3532216/,tt3532216,Doug Liman
Syriana,73.0,67.0,English,R,2005-11-23,50000000,50824620,92690959,2005-11-23,50000000,50824620,92690959,Syriana,6.9,George Clooney,Matt Damon,Amanda Peet,https://www.imdb.com/title/tt0365737/,tt0365737,Stephen Gaghan
Resident Evil: Apocalypse,19.0,60.0,English,R,2004-09-10,50000000,50740078,125168734,2004-09-10,50000000,50740078,125168734,Resident Evil: Apocalypse,6.1,Milla Jovovich,Sienna Guillory,Eric Mabius,https://www.imdb.com/title/tt0318627/,tt0318627,Alexander Witt
The Book of Life,83.0,77.0,English,PG,2014-10-17,50000000,50151543,97651543,2014-10-17,50000000,50151543,97651543,The Book of Life,7.2,Diego Luna,Zoe Saldana,Channing Tatum,https://www.imdb.com/title/tt2262227/,tt2262227,Jorge R. Gutiérrez
Firewall,18.0,37.0,English,PG-13,2006-02-10,50000000,48751189,82751189,2006-02-10,50000000,48751189,82751189,Firewall,5.8,Harrison Ford,Virginia Madsen,Paul Bettany,https://www.imdb.com/title/tt0408345/,tt0408345,Richard Loncraine
Into the Storm,21.0,41.0,English (United Kingdom),PG-13,2014-08-08,50000000,47602194,150429371,2014-08-08,50000000,47602194,150429371,Into the Storm,5.8,Richard Armitage,Sarah Wayne Callies,Matt Walsh,https://www.imdb.com/title/tt2106361/,tt2106361,Steven Quale
The Judge,49.0,72.0,English,R,2014-10-10,50000000,47119388,76073556,2014-10-10,50000000,47119388,76073556,The Judge,7.4,Robert Downey Jr.,Robert Duvall,Vera Farmiga,https://www.imdb.com/title/tt1872194/,tt1872194,David Dobkin
Silent Hill,32.0,63.0,English,R,2006-04-21,50000000,46982632,94704227,2006-04-21,50000000,46982632,94704227,Silent Hill,6.5,Radha Mitchell,Laurie Holden,Sean Bean,https://www.imdb.com/title/tt0384537/,tt0384537,Christophe Gans
Rambo: Last Blood,27.0,81.0,English,R,2019-09-19,50000000,44819352,91419352,2019-09-19,50000000,44819352,91419352,Rambo: Last Blood,6.1,Sylvester Stallone,Paz Vega,Sergio Peris-Mencheta,https://www.imdb.com/title/tt1206885/,tt1206885,Adrian Grunberg
The Replacements,41.0,66.0,English,PG-13,2000-08-11,50000000,44737059,50054511,2000-08-11,50000000,44737059,50054511,The Replacements,6.6,Keanu Reeves,Gene Hackman,Brooke Langton,https://www.imdb.com/title/tt0191397/,tt0191397,Howard Deutch
War Dogs,61.0,69.0,English,R,2016-08-19,50000000,43034523,86234503,2016-08-19,50000000,43034523,86234503,War Dogs,7.1,Jonah Hill,Miles Teller,Steve Lantz,https://www.imdb.com/title/tt2005151/,tt2005151,Todd Phillips
Out of Time,64.0,58.0,English,PG-13,2003-10-03,50000000,41083108,55489826,2003-10-03,50000000,41083108,55489826,Out of Time,6.5,Denzel Washington,Sanaa Lathan,Eva Mendes,https://www.imdb.com/title/tt0313443/,tt0313443,Carl Franklin
Bridget Jones: The Edge Of Reason,27.0,60.0,English,R,2004-11-12,50000000,40203020,263894551,2004-11-12,50000000,40203020,263894551,Bridget Jones: The Edge Of Reason,6.0,Renée Zellweger,Colin Firth,Hugh Grant,https://www.imdb.com/title/tt0317198/,tt0317198,Beeban Kidron
The Beach,57.0,30.0,English,R,2000-02-11,50000000,39778599,39778599,2000-02-11,50000000,39778599,39778599,The Beach,6.6,Leonardo DiCaprio,Tilda Swinton,Daniel York,https://www.imdb.com/title/tt0163978/,tt0163978,Danny Boyle
The Adventures of Sharkboy and Lavagirl in 3-D,20.0,33.0,English,PG,2005-06-10,50000000,39177684,69425966,2005-06-10,50000000,39177684,69425966,The Adventures of Sharkboy and Lavagirl in 3-D,3.7,Cayden Boyd,George Lopez,Kristin Davis,https://www.imdb.com/title/tt0424774/,tt0424774,Robert Rodriguez
Ninja Assassin,26.0,54.0,English,R,2009-11-25,50000000,38122883,62209892,2009-11-25,50000000,38122883,62209892,Ninja Assassin,6.3,Rain,Rick Yune,Naomie Harris,https://www.imdb.com/title/tt1186367/,tt1186367,James McTeigue
Raising Helen,25.0,61.0,English,PG-13,2004-05-28,50000000,37485528,49842431,2004-05-28,50000000,37485528,49842431,Raising Helen,6.0,Kate Hudson,John Corbett,Joan Cusack,https://www.imdb.com/title/tt0350028/,tt0350028,Garry Marshall
The Nice Guys,91.0,79.0,English,R,2016-05-19,50000000,36261763,59596747,2016-05-19,50000000,36261763,59596747,The Nice Guys,7.4,Russell Crowe,Ryan Gosling,Angourie Rice,https://www.imdb.com/title/tt3799694/,tt3799694,Shane Black
Marmaduke,9.0,42.0,English,PG,2010-06-04,50000000,33644788,89895930,2010-06-04,50000000,33644788,89895930,Marmaduke,4.3,Owen Wilson,Judy Greer,Lee Pace,https://www.imdb.com/title/tt1392197/,tt1392197,Tom Dey
Hereafter,47.0,38.0,English,PG-13,2010-10-15,50000000,32746941,108660270,2010-10-15,50000000,32746941,108660270,Hereafter,6.5,Matt Damon,Cécile de France,Bryce Dallas Howard,https://www.imdb.com/title/tt1212419/,tt1212419,Clint Eastwood
Murder by Numbers,30.0,49.0,English,R,2002-04-19,50000000,31874869,56643267,2002-04-19,50000000,31874869,56643267,Murder by Numbers,6.1,Sandra Bullock,Ben Chaplin,Ryan Gosling,https://www.imdb.com/title/tt0264935/,tt0264935,Barbet Schroeder
Hostiles,71.0,75.0,English,R,2017-12-22,50000000,29819114,36976336,2017-12-22,50000000,29819114,36976336,Hostiles,7.2,Scott Shepherd,Rosamund Pike,Ava Cooper,https://www.imdb.com/title/tt5478478/,tt5478478,Scott Cooper
Zoolander 2,22.0,20.0,English,PG-13,2016-02-05,50000000,28848693,55348693,2016-02-05,50000000,28848693,55348693,Zoolander 2,4.7,Ben Stiller,Owen Wilson,Penélope Cruz,https://www.imdb.com/title/tt1608290/,tt1608290,Ben Stiller
Defiance,59.0,72.0,English,R,2009-01-16,50000000,28644813,52987754,2009-01-16,50000000,28644813,52987754,Defiance,7.2,Daniel Craig,Liev Schreiber,Jamie Bell,https://www.imdb.com/title/tt1034303/,tt1034303,Edward Zwick
Hannibal Rising,16.0,55.0,English,R,2007-02-09,50000000,27669725,80583311,2007-02-09,50000000,27669725,80583311,Hannibal Rising,6.1,Gaspard Ulliel,Rhys Ifans,Gong Li,https://www.imdb.com/title/tt0367959/,tt0367959,Peter Webber
The Host,93.0,72.0,Korean,R,2013-03-22,50000000,26623701,64477051,2013-03-22,50000000,26623701,64477051,The Host,5.8,Saoirse Ronan,Max Irons,Jake Abel,https://www.imdb.com/title/tt1517260/,tt1517260,Bong Joon Ho
Basic,21.0,63.0,English,R,2003-03-28,50000000,26599248,42598498,2003-03-28,50000000,26599248,42598498,Basic,6.4,John Travolta,Samuel L. Jackson,Connie Nielsen,https://www.imdb.com/title/tt0264395/,tt0264395,John McTiernan
Run All Night,59.0,56.0,English,R,2015-03-11,50000000,26461644,71561644,2015-03-11,50000000,26461644,71561644,Run All Night,6.6,Liam Neeson,Ed Harris,Joel Kinnaman,https://www.imdb.com/title/tt2199571/,tt2199571,Jaume Collet-Serra
Blood Work,52.0,40.0,English,R,2002-08-09,50000000,26199517,26199517,2002-08-09,50000000,26199517,26199517,Blood Work,6.4,Clint Eastwood,Jeff Daniels,Anjelica Huston,https://www.imdb.com/title/tt0309377/,tt0309377,Clint Eastwood
The International,58.0,37.0,English,R,2009-02-13,50000000,25450527,53850527,2009-02-13,50000000,25450527,53850527,The International,6.5,Clive Owen,Naomi Watts,Armin Mueller-Stahl,https://www.imdb.com/title/tt0963178/,tt0963178,Tom Tykwer
Twisted,1.0,31.0,English,R,2004-02-27,50000000,25195050,40119848,2004-02-27,50000000,25195050,40119848,Twisted,5.3,Ashley Judd,Samuel L. Jackson,Andy Garcia,https://www.imdb.com/title/tt0315297/,tt0315297,
All the Money in the World,79.0,66.0,English,R,2017-12-25,50000000,25106325,56890649,2017-12-25,50000000,25106325,56890649,All the Money in the World,6.8,Michelle Williams,Christopher Plummer,Mark Wahlberg,https://www.imdb.com/title/tt5294550/,tt5294550,Ridley Scott
The Life Aquatic with Steve Zissou,57.0,82.0,English,R,2004-12-10,50000000,24006726,34806726,2004-12-10,50000000,24006726,34806726,The Life Aquatic with Steve Zissou,7.3,Bill Murray,Owen Wilson,Anjelica Huston,https://www.imdb.com/title/tt0362270/,tt0362270,Wes Anderson
Your Highness,27.0,34.0,English,R,2011-04-08,50000000,21596445,26121638,2011-04-08,50000000,21596445,26121638,Your Highness,5.5,Danny McBride,Natalie Portman,James Franco,https://www.imdb.com/title/tt1240982/,tt1240982,David Gordon Green
Snowden,61.0,70.0,English,R,2015-12-30,50000000,21587519,35380918,2015-12-30,50000000,21587519,35380918,Snowden,7.3,Joseph Gordon-Levitt,Shailene Woodley,Melissa Leo,https://www.imdb.com/title/tt3774114/,tt3774114,Oliver Stone
Dream House,6.0,36.0,English,PG-13,2011-09-30,50000000,21302340,41642166,2011-09-30,50000000,21302340,41642166,Dream House,6.0,Daniel Craig,Rachel Weisz,Naomi Watts,https://www.imdb.com/title/tt1462041/,tt1462041,Jim Sheridan
Free State of Jones,47.0,64.0,English,R,2016-06-24,50000000,20810036,23237252,2016-06-24,50000000,20810036,23237252,Free State of Jones,6.9,Matthew McConaughey,Gugu Mbatha-Raw,Mahershala Ali,https://www.imdb.com/title/tt1124037/,tt1124037,Gary Ross
Gamer,30.0,39.0,,R,2009-09-04,50000000,20534907,42002029,2009-09-04,50000000,20534907,42002029,Gamer,5.7,Gerard Butler,Michael C. Hall,Ludacris,https://www.imdb.com/title/tt1034032/,tt1034032,Mark Neveldine
Man of the House,9.0,46.0,English,PG-13,2005-02-25,50000000,19699706,22099706,2005-02-25,50000000,19699706,22099706,Man of the House,5.4,Tommy Lee Jones,Christina Milian,Kelli Garner,https://www.imdb.com/title/tt0331933/,tt0331933,Stephen Herek
The Life of David Gale,19.0,81.0,English,R,2003-02-21,50000000,19694635,28920188,2003-02-21,50000000,19694635,28920188,The Life of David Gale,7.5,Kevin Spacey,Kate Winslet,Laura Linney,https://www.imdb.com/title/tt0289992/,tt0289992,Alan Parker
Beautiful Creatures,47.0,54.0,English,PG-13,2013-02-14,50000000,19452138,60282876,2013-02-14,50000000,19452138,60282876,Beautiful Creatures,6.1,Alice Englert,Viola Davis,Emma Thompson,https://www.imdb.com/title/tt1559547/,tt1559547,Richard LaGravenese
Into the Blue,21.0,57.0,English,PG-13,2005-09-30,50000000,18782227,41982227,2005-09-30,50000000,18782227,41982227,Into the Blue,5.9,Paul Walker,Jessica Alba,Scott Caan,https://www.imdb.com/title/tt0378109/,tt0378109,John Stockwell
Eastern Promises,89.0,83.0,English,R,2007-09-14,50000000,17181265,56077088,2007-09-14,50000000,17181265,56077088,Eastern Promises,7.6,Naomi Watts,Viggo Mortensen,Armin Mueller-Stahl,https://www.imdb.com/title/tt0765443/,tt0765443,David Cronenberg
Drive Angry,48.0,37.0,English,R,2011-02-25,50000000,10721033,41042583,2011-02-25,50000000,10721033,41042583,Drive Angry,5.4,Nicolas Cage,Amber Heard,William Fichtner,https://www.imdb.com/title/tt1502404/,tt1502404,Patrick Lussier
Domino,33.0,18.0,English,R,2005-10-14,50000000,10169202,23574057,2005-10-14,50000000,10169202,23574057,Domino,5.9,Keira Knightley,Mickey Rourke,Edgar Ramírez,https://www.imdb.com/title/tt0421054/,tt0421054,Tony Scott
Street Fighter: The Legend of Chun-Li,3.0,18.0,English,PG-13,2009-02-27,50000000,8742261,12660287,2009-02-27,50000000,8742261,12660287,Street Fighter: The Legend of Chun-Li,3.7,Kristin Kreuk,Neal McDonough,Michael Clarke Duncan,https://www.imdb.com/title/tt0891592/,tt0891592,Andrzej Bartkowiak
Death to Smoochy,42.0,66.0,English,R,2002-03-29,50000000,8355815,8374062,2002-03-29,50000000,8355815,8374062,Death to Smoochy,6.3,Robin Williams,Edward Norton,Catherine Keener,https://www.imdb.com/title/tt0266452/,tt0266452,Danny DeVito
Early Man,80.0,49.0,English,PG,2018-01-26,50000000,8267544,45285890,2018-01-26,50000000,8267544,45285890,Early Man,6.1,Eddie Redmayne,Tom Hiddleston,Maisie Williams,https://www.imdb.com/title/tt4701724/,tt4701724,Nick Park
The Boat That Rocked,59.0,71.0,English,R,2009-11-13,50000000,8017467,37472651,2009-11-13,50000000,8017467,37472651,The Boat That Rocked,7.4,Philip Seymour Hoffman,Bill Nighy,Nick Frost,https://www.imdb.com/title/tt1131729/,tt1131729,Richard Curtis
The Big Bounce,15.0,24.0,English,PG-13,2004-01-30,50000000,6471394,6626115,2004-01-30,50000000,6471394,6626115,The Big Bounce,4.9,Owen Wilson,Morgan Freeman,Gary Sinise,https://www.imdb.com/title/tt0315824/,tt0315824,George Armitage
What Planet Are You From?,42.0,28.0,English,R,2000-03-03,50000000,6291602,6291602,2000-03-03,50000000,6291602,6291602,What Planet Are You From?,5.6,Garry Shandling,Annette Bening,John Goodman,https://www.imdb.com/title/tt0181151/,tt0181151,Mike Nichols
